,Dimensiones_minimas,Dimensiones_rectas,Tasa,Cantidad_Aristas,Etiqueta
0,"(16.89827537536621, 8.356289863586426)","(16, 11)",2.022222260264397,17,Emisor
0,"(3.2888126373291016, 57.075477600097656)","(58, 6)",17.3544327068901,8,No-Emisor
0,"(3.1445565223693848, 27.073863983154297)","(28, 5)",8.60975587195185,14,Emisor
0,"(13.0, 0.0)","(14, 1)",8.60975587195185,2,No-Emisor
0,"(14.86173152923584, 1.7948954105377197)","(15, 6)",8.279998623866067,15,Emisor
0,"(24.041629791259766, 12.020814895629883)","(18, 21)",2.0,14,Emisor
0,"(24.644500732421875, 12.903488159179688)","(18, 21)",1.9099099738305645,12,Emisor
0,"(68.09729766845703, 34.380828857421875)","(53, 49)",1.980676438920602,12,Emisor
0,"(67.5906982421875, 35.12700271606445)","(53, 49)",1.9241806307395704,11,Emisor
0,"(62.90983963012695, 42.30144119262695)","(51, 58)",1.4871795819829419,10,Emisor
0,"(63.12677001953125, 42.30144119262695)","(51, 58)",1.4923077852613236,10,Emisor
0,"(71.0, 66.0)","(66, 72)",1.0757575757575757,12,Emisor
0,"(10.40029525756836, 23.344139099121094)","(19, 18)",2.244565035991014,15,Emisor
0,"(11.700332641601562, 24.022418975830078)","(19, 18)",2.0531398304366366,12,Emisor
0,"(0.0, 0.0)","(1, 1)",2.0531398304366366,1,No-Emisor
0,"(2.0, 1.0)","(2, 3)",2.0531398304366366,4,No-Emisor
0,"(12.727920532226562, 7.0710673332214355)","(11, 12)",1.799999905591053,12,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,11,Emisor
0,"(10.0, 0.0)","(11, 1)",1.6111111242745715,2,No-Emisor
0,"(14.0, 0.0)","(15, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0, 1.0)","(2, 3)",1.6111111242745715,4,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(0.9312660098075867, 20.08873748779297)","(21, 3)",21.57142779423851,10,Emisor
0,"(1.0, 0.0)","(2, 1)",21.57142779423851,2,No-Emisor
0,"(0.9053574204444885, 14.033040046691895)","(15, 2)",15.500000032917743,6,No-Emisor
0,"(16.994115829467773, 8.049844741821289)","(16, 12)",2.1111110058034273,18,Emisor
0,"(16.89827537536621, 8.356289863586426)","(16, 12)",2.022222260264397,19,Emisor
0,"(2.8171379566192627, 66.09967803955078)","(67, 5)",23.46341537312373,2,No-Emisor
0,"(2.0, 2.0)","(3, 3)",23.46341537312373,8,No-Emisor
0,"(2.7405011653900146, 37.121334075927734)","(38, 5)",13.545454584999167,10,Emisor
0,"(8.0, 15.0)","(16, 9)",1.875,9,Emisor
0,"(23.33452033996582, 11.31370735168457)","(17, 21)",2.0624999051695814,11,Emisor
0,"(23.73841094970703, 12.493901252746582)","(17, 21)",1.8999998855032192,9,Emisor
0,"(66.87934875488281, 34.74351501464844)","(53, 50)",1.9249448055755263,13,Emisor
0,"(58.396690368652344, 44.2054557800293)","(50, 58)",1.3210290299740381,9,Emisor
0,"(58.5450325012207, 44.2054557800293)","(51, 58)",1.3243847726069504,10,Emisor
0,"(66.99998474121094, 71.99998474121094)","(67, 73)",1.0746268826674008,13,Emisor
0,"(8.170595169067383, 19.126619338989258)","(13, 18)",2.3409089476614504,15,Emisor
0,"(2.0, 3.0)","(4, 3)",2.3409089476614504,10,Emisor
0,"(10.0, 2.0)","(11, 3)",5.0,6,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",5.0,6,No-Emisor
0,"(2.0, 10.0)","(11, 3)",5.0,5,No-Emisor
0,"(2.0, 3.0)","(4, 3)",5.0,5,No-Emisor
0,"(12.727920532226562, 7.071067810058594)","(11, 12)",1.7999997842081357,13,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,13,Emisor
0,"(2.0, 0.0)","(3, 1)",1.6111111242745715,2,No-Emisor
0,"(1.1571825742721558, 59.03384017944336)","(60, 3)",51.01514790487961,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",51.01514790487961,2,No-Emisor
0,"(0.9608281254768372, 27.01848793029785)","(28, 2)",28.120001084365832,4,No-Emisor
0,"(16.89827537536621, 8.541985511779785)","(16, 13)",1.9782608331590732,13,Emisor
0,"(1.9955700635910034, 74.16868591308594)","(75, 6)",37.16666593986698,4,No-Emisor
0,"(17.26966667175293, 8.541985511779785)","(16, 13)",2.0217391668409266,12,Emisor
0,"(4.5174713134765625, 50.0831184387207)","(51, 6)",11.086538234191389,8,No-Emisor
0,"(8.0, 16.0)","(17, 9)",2.0,10,Emisor
0,"(24.041629791259766, 12.020814895629883)","(18, 21)",2.0,11,Emisor
0,"(24.40000343322754, 12.80000114440918)","(18, 21)",1.9062500977888617,9,Emisor
0,"(66.65641021728516, 31.74949836730957)","(52, 48)",2.099447665161129,13,Emisor
0,"(67.01316833496094, 32.687355041503906)","(52, 48)",2.0501251401305716,12,Emisor
0,"(58.97270584106445, 44.97199630737305)","(50, 58)",1.3113206146776282,10,Emisor
0,"(59.114131927490234, 44.97199630737305)","(50, 58)",1.314465373595137,10,Emisor
0,"(73.0, 68.0)","(68, 74)",1.0735294117647058,13,Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.0735294117647058,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.0735294117647058,5,No-Emisor
0,"(7.323172569274902, 19.097686767578125)","(12, 18)",2.607843333872039,16,Emisor
0,"(7.466667175292969, 19.036636352539062)","(12, 18)",2.5495493378265013,15,Emisor
0,"(3.535533905029297, 2.8284268379211426)","(5, 4)",2.5495493378265013,7,No-Emisor
0,"(3.0, 4.0)","(5, 4)",1.3333333333333333,7,No-Emisor
0,"(3.0, 0.0)","(4, 1)",1.3333333333333333,2,No-Emisor
0,"(2.9176669120788574, 53.07756042480469)","(54, 5)",18.191782003993925,10,Emisor
0,"(13.435027122497559, 7.071067810058594)","(11, 12)",1.8999997572341525,12,Emisor
0,"(11.0, 10.0)","(11, 12)",1.1,13,Emisor
0,"(1.2721433639526367, 67.02983856201172)","(68, 3)",52.69047535157155,2,No-Emisor
0,"(0.9623031616210938, 32.01508712768555)","(33, 2)",33.26923198896385,6,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",33.26923198896385,6,No-Emisor
0,"(15.969799041748047, 8.356289863586426)","(15, 12)",1.9111111871954605,14,Emisor
0,"(16.341190338134766, 8.356289863586426)","(15, 12)",1.9555557077242542,15,Emisor
0,"(4.124177932739258, 74.23521423339844)","(75, 8)",18.000002774878286,6,No-Emisor
0,"(4.839659214019775, 54.03150939941406)","(55, 6)",11.164321083371489,12,Emisor
0,"(9.0, 18.0)","(19, 10)",2.0,8,No-Emisor
0,"(23.33452033996582, 11.31370735168457)","(18, 21)",2.0624999051695814,14,Emisor
0,"(23.60000228881836, 12.80000114440918)","(18, 21)",1.8437500139698373,8,No-Emisor
0,"(5.0, 0.0)","(6, 1)",1.8437500139698373,2,No-Emisor
0,"(2.089578151702881, 10.248883247375488)","(11, 4)",4.904761872162218,8,No-Emisor
0,"(67.33428192138672, 32.576560974121094)","(52, 49)",2.0669548874381567,12,Emisor
0,"(67.09786987304688, 33.601932525634766)","(52, 49)",1.9968455630299897,11,Emisor
0,"(60.48406982421875, 41.20738983154297)","(49, 57)",1.4677966760690113,9,Emisor
0,"(60.693599700927734, 41.20738983154297)","(50, 57)",1.4728814406601576,9,Emisor
0,"(75.0, 67.0)","(68, 76)",1.1194029850746268,15,Emisor
0,"(7.058061122894287, 18.600934982299805)","(11, 18)",2.635417100875453,16,Emisor
0,"(8.241477966308594, 19.136991500854492)","(13, 18)",2.322033933608399,17,Emisor
0,"(3.535533905029297, 2.8284268379211426)","(5, 4)",2.322033933608399,7,No-Emisor
0,"(3.0, 4.0)","(5, 4)",1.3333333333333333,7,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.3333333333333333,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.3333333333333333,2,No-Emisor
0,"(2.8273298740386963, 52.071685791015625)","(53, 5)",18.41726579878487,6,No-Emisor
0,"(12.727920532226562, 7.77817440032959)","(11, 12)",1.6363634803157967,12,Emisor
0,"(11.0, 10.0)","(11, 12)",1.1,13,Emisor
0,"(1.0, 0.0)","(2, 1)",1.1,2,No-Emisor
0,"(3.0, 0.0)","(4, 1)",1.1,2,No-Emisor
0,"(16.89827537536621, 8.913375854492188)","(16, 13)",1.8958333689978721,18,Emisor
0,"(5.479502201080322, 73.16341400146484)","(74, 7)",13.35220085996866,6,No-Emisor
0,"(17.26966667175293, 8.913375854492188)","(16, 13)",1.9375001069936164,14,Emisor
0,"(5.567878246307373, 56.03569793701172)","(57, 7)",10.06410260033518,7,No-Emisor
0,"(0.9429903030395508, 18.027755737304688)","(19, 2)",19.117646999333534,4,No-Emisor
0,"(21.540658950805664, 2.7854299545288086)","(21, 9)",7.733333561586382,13,Emisor
0,"(22.742706298828125, 12.203402519226074)","(17, 21)",1.863636495067479,14,Emisor
0,"(23.757726669311523, 12.86194133758545)","(17, 21)",1.847133807078265,13,Emisor
0,"(2.0, 3.0)","(4, 3)",1.847133807078265,8,No-Emisor
0,"(65.90532684326172, 30.922407150268555)","(51, 48)",2.131312951252223,11,Emisor
0,"(65.64320373535156, 32.23199462890625)","(51, 48)",2.036585215749618,11,Emisor
0,"(61.01188278198242, 41.29920196533203)","(50, 56)",1.4773138433328057,10,Emisor
0,"(61.23674011230469, 41.29920196533203)","(51, 56)",1.482758435954983,10,Emisor
0,"(78.0, 71.0)","(72, 79)",1.0985915492957747,15,Emisor
0,"(2.692307949066162, 17.307695388793945)","(10, 16)",6.428571959904211,14,Emisor
0,"(6.173309803009033, 20.248456954956055)","(12, 18)",3.2800001297661145,14,Emisor
0,"(0.0, 0.0)","(1, 1)",3.2800001297661145,1,No-Emisor
0,"(2.0, 1.0)","(2, 3)",3.2800001297661145,4,No-Emisor
0,"(12.727920532226562, 7.0710673332214355)","(11, 12)",1.799999905591053,13,Emisor
0,"(12.521980285644531, 8.049844741821289)","(11, 12)",1.5555555029017136,15,Emisor
0,"(0.9535608887672424, 41.003116607666016)","(42, 2)",42.99999831229927,2,No-Emisor
0,"(1.9501570463180542, 65.12297058105469)","(66, 5)",33.393705755138285,4,No-Emisor
0,"(16.099689483642578, 8.049844741821289)","(15, 12)",2.0,18,Emisor
0,"(16.54690170288086, 8.049844741821289)","(15, 12)",2.0555553844305696,16,Emisor
0,"(3.798449754714966, 43.03957748413086)","(44, 5)",11.330827117222334,10,Emisor
0,"(8.0, 19.0)","(20, 9)",2.375,8,No-Emisor
0,"(23.334524154663086, 11.31370735168457)","(18, 20)",2.0625002423444037,12,Emisor
0,"(24.063261032104492, 12.554744720458984)","(18, 20)",1.916666691987089,8,No-Emisor
0,"(64.99796295166016, 30.8697452545166)","(51, 47)",2.1055555339301093,13,Emisor
0,"(65.7198715209961, 31.057937622070312)","(51, 47)",2.1160410688150266,12,Emisor
0,"(60.148834228515625, 39.775840759277344)","(49, 56)",1.5121951687340882,9,Emisor
0,"(60.39137268066406, 39.775840759277344)","(50, 56)",1.5182928010535726,9,Emisor
0,"(81.0, 70.0)","(71, 82)",1.1571428571428573,13,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.1571428571428573,6,No-Emisor
0,"(11.700332641601562, 24.700698852539062)","(19, 18)",2.111110821303794,13,Emisor
0,"(0.0, 0.0)","(1, 1)",2.111110821303794,1,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.111110821303794,6,No-Emisor
0,"(12.727920532226562, 7.071067810058594)","(11, 12)",1.7999997842081357,11,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,10,Emisor
0,"(2.0, 0.0)","(3, 1)",1.6111111242745715,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(4.0, 0.0)","(5, 1)",1.6111111242745715,2,No-Emisor
0,"(8.0, 0.0)","(9, 1)",1.6111111242745715,2,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.6111111242745715,6,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.6111111242745715,4,No-Emisor
0,"(8.0, 0.0)","(9, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.6111111242745715,5,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.6111111242745715,4,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(0.946058988571167, 19.02629852294922)","(20, 2)",20.111112259167516,4,No-Emisor
0,"(1.2911477088928223, 51.085601806640625)","(52, 4)",39.56603993082036,2,No-Emisor
0,"(15.969799041748047, 7.984899044036865)","(15, 13)",2.0000001194347368,15,Emisor
0,"(16.341190338134766, 7.984899520874023)","(15, 13)",2.0465117056784288,15,Emisor
0,"(2.4903244972229004, 34.13209915161133)","(35, 5)",13.705884188857288,8,No-Emisor
0,"(0.9262116551399231, 17.028045654296875)","(18, 2)",18.384616042997692,6,No-Emisor
0,"(20.248456954956055, 2.8644158840179443)","(20, 8)",7.068965462708349,13,Emisor
0,"(23.33452033996582, 11.31370735168457)","(17, 21)",2.0624999051695814,14,Emisor
0,"(23.430034637451172, 12.534248352050781)","(17, 21)",1.8692811869822004,10,Emisor
0,"(64.06787109375, 30.785863876342773)","(50, 47)",2.081080828236319,12,Emisor
0,"(64.14047241210938, 31.384241104125977)","(50, 47)",2.0437158954809664,11,Emisor
0,"(59.08720397949219, 40.229591369628906)","(48, 55)",1.468749792574322,10,Emisor
0,"(59.29673767089844, 40.229591369628906)","(48, 55)",1.4739582394979076,9,Emisor
0,"(81.0, 70.0)","(71, 82)",1.1571428571428573,14,Emisor
0,"(9.722015380859375, 23.344139099121094)","(19, 18)",2.4011625351962356,15,Emisor
0,"(11.022051811218262, 24.022418975830078)","(19, 18)",2.1794870308430254,11,Emisor
0,"(0.0, 0.0)","(1, 1)",2.1794870308430254,1,No-Emisor
0,"(0.0, 0.0)","(1, 1)",2.1794870308430254,1,No-Emisor
0,"(12.727920532226562, 7.071067810058594)","(11, 12)",1.7999997842081357,11,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,10,Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(5.0, 0.0)","(6, 1)",1.6111111242745715,2,No-Emisor
0,"(12.0, 0.0)","(13, 1)",1.6111111242745715,2,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.6111111242745715,6,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.6111111242745715,4,No-Emisor
0,"(9.0, 0.0)","(10, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.6111111242745715,5,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.6111111242745715,4,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(0.946058988571167, 19.02629852294922)","(20, 2)",20.111112259167516,4,No-Emisor
0,"(1.198502779006958, 51.08618927001953)","(52, 4)",42.62500693769601,2,No-Emisor
0,"(16.54690170288086, 8.049844741821289)","(16, 13)",2.0555553844305696,16,Emisor
0,"(16.89827537536621, 8.356289863586426)","(16, 13)",2.022222260264397,19,Emisor
0,"(2.6661124229431152, 35.12822723388672)","(36, 5)",13.175823694301965,10,Emisor
0,"(0.0, 0.0)","(1, 1)",13.175823694301965,1,No-Emisor
0,"(8.0, 19.0)","(20, 9)",2.375,9,Emisor
0,"(22.62741470336914, 11.31370735168457)","(17, 20)",2.0,14,Emisor
0,"(23.18426513671875, 12.534248352050781)","(17, 20)",1.849673349812434,14,Emisor
0,"(63.79051971435547, 30.50851058959961)","(49, 47)",2.090909011339994,14,Emisor
0,"(57.05951690673828, 41.70847702026367)","(48, 54)",1.368055632408166,10,Emisor
0,"(57.23330307006836, 41.70847702026367)","(49, 54)",1.372222319272461,10,Emisor
0,"(81.0, 72.0)","(73, 82)",1.125,14,Emisor
0,"(8.170595169067383, 19.126619338989258)","(13, 18)",2.3409089476614504,15,Emisor
0,"(0.0, 0.0)","(1, 1)",2.3409089476614504,1,No-Emisor
0,"(2.0, 2.0)","(3, 3)",2.3409089476614504,6,No-Emisor
0,"(12.020814895629883, 7.071067810058594)","(11, 11)",1.6999999460520339,12,Emisor
0,"(10.0, 10.0)","(11, 11)",1.0,12,Emisor
0,"(2.0, 0.0)","(3, 1)",1.0,2,No-Emisor
0,"(12.0, 0.0)","(13, 1)",1.0,2,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.0,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.0,5,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.0,8,No-Emisor
0,"(1.8524233102798462, 42.10700607299805)","(43, 4)",22.730768847125404,4,No-Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",22.730768847125404,8,No-Emisor
0,"(16.099689483642578, 7.602630138397217)","(15, 12)",2.1176473392189386,13,Emisor
0,"(16.099689483642578, 8.049844741821289)","(15, 12)",2.0,13,Emisor
0,"(28.0, 4.0)","(29, 5)",7.0,9,Emisor
0,"(20.0, 8.0)","(21, 9)",2.5,9,Emisor
0,"(23.33452033996582, 11.31370735168457)","(17, 21)",2.0624999051695814,13,Emisor
0,"(23.482023239135742, 12.554744720458984)","(17, 21)",1.8703704266379755,7,No-Emisor
0,"(63.28187942504883, 30.84593963623047)","(50, 47)",2.0515464975727418,12,Emisor
0,"(64.11827087402344, 31.292171478271484)","(49, 47)",2.0490195421096167,11,Emisor
0,"(59.722007751464844, 39.4520263671875)","(50, 55)",1.513788092799614,12,Emisor
0,"(59.951045989990234, 39.4520263671875)","(48, 55)",1.51959358011207,9,Emisor
0,"(81.0, 70.0)","(71, 82)",1.1571428571428573,13,Emisor
0,"(2.0, 2.0)","(3, 3)",1.1571428571428573,8,No-Emisor
0,"(8.403613090515137, 19.958581924438477)","(13, 18)",2.3750000992983633,15,Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",2.3750000992983633,8,No-Emisor
0,"(12.727920532226562, 7.77817440032959)","(11, 12)",1.6363634803157967,14,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,14,Emisor
0,"(3.0, 0.0)","(4, 1)",1.6111111242745715,2,No-Emisor
0,"(12.0, 0.0)","(13, 1)",1.6111111242745715,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.6111111242745715,6,No-Emisor
0,"(0.9312660098075867, 19.024433135986328)","(20, 2)",20.42857028564487,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",20.42857028564487,5,No-Emisor
0,"(1.0, 0.0)","(2, 1)",20.42857028564487,2,No-Emisor
0,"(12.0, 0.0)","(13, 1)",20.42857028564487,2,No-Emisor
0,"(1.8550868034362793, 57.14017868041992)","(58, 5)",30.801889472005314,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",30.801889472005314,7,No-Emisor
0,"(16.099689483642578, 8.049844741821289)","(15, 12)",2.0,12,Emisor
0,"(2.0, 2.0)","(3, 3)",2.0,8,No-Emisor
0,"(16.994115829467773, 8.049844741821289)","(15, 12)",2.1111110058034273,14,Emisor
0,"(3.400515556335449, 29.038110733032227)","(30, 5)",8.5393259498348,9,Emisor
0,"(8.0, 20.0)","(21, 9)",2.5,8,No-Emisor
0,"(21.92030906677246, 11.31370735168457)","(17, 20)",1.9375000948304189,13,Emisor
0,"(22.799999237060547, 12.0)","(17, 20)",1.8999999364217122,13,Emisor
0,"(64.06787109375, 30.508512496948242)","(50, 47)",2.099999831199856,12,Emisor
0,"(64.34187316894531, 31.057937622070312)","(50, 47)",2.0716724320813515,11,Emisor
0,"(58.0443000793457, 40.72369384765625)","(48, 55)",1.425320116993422,10,Emisor
0,"(58.0443000793457, 40.72369384765625)","(48, 55)",1.425320116993422,10,Emisor
0,"(82.0, 71.0)","(72, 83)",1.1549295774647887,13,Emisor
0,"(8.241477966308594, 19.136991500854492)","(13, 17)",2.322033933608399,15,Emisor
0,"(0.0, 0.0)","(1, 1)",2.322033933608399,1,No-Emisor
0,"(2.0, 1.0)","(2, 3)",2.322033933608399,4,No-Emisor
0,"(12.020814895629883, 7.071067810058594)","(11, 11)",1.6999999460520339,12,Emisor
0,"(10.0, 10.0)","(11, 11)",1.0,12,Emisor
0,"(15.0, 0.0)","(16, 1)",1.0,2,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.0,4,No-Emisor
0,"(4.0, 0.0)","(5, 1)",1.0,2,No-Emisor
0,"(19.0, 0.0)","(20, 1)",1.0,2,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.0,5,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.0,8,No-Emisor
0,"(21.0, 0.0)","(22, 1)",1.0,2,No-Emisor
0,"(2.339157819747925, 50.1596794128418)","(51, 5)",21.4434780712005,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",21.4434780712005,8,No-Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",21.4434780712005,8,No-Emisor
0,"(16.413307189941406, 8.403613090515137)","(15, 13)",1.9531250443296266,14,Emisor
0,"(2.46120285987854, 30.066587448120117)","(31, 4)",12.21621668747935,10,Emisor
0,"(16.807226181030273, 8.403613090515137)","(15, 13)",2.0,16,Emisor
0,"(19.0, 0.0)","(20, 1)",2.0,2,No-Emisor
0,"(20.613956451416016, 3.0539193153381348)","(21, 6)",6.7500003513136715,7,No-Emisor
0,"(23.334524154663086, 11.31370735168457)","(18, 20)",2.0625002423444037,12,Emisor
0,"(24.003496170043945, 12.534248352050781)","(18, 20)",1.9150327563213339,13,Emisor
0,"(63.51316833496094, 29.39910888671875)","(50, 46)",2.1603773291119532,14,Emisor
0,"(64.11827087402344, 29.988330841064453)","(49, 46)",2.138107359620804,12,Emisor
0,"(58.87767791748047, 40.57880401611328)","(50, 55)",1.450946604885175,11,Emisor
0,"(59.08720397949219, 40.57880401611328)","(49, 55)",1.4561100409965133,10,Emisor
0,"(71.99998474121094, 82.99998474121094)","(73, 84)",1.1527778101556163,13,Emisor
0,"(2.0, 3.0)","(4, 3)",1.1527778101556163,8,No-Emisor
0,"(8.009693145751953, 19.958581924438477)","(13, 18)",2.4918035636638307,13,Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",2.4918035636638307,8,No-Emisor
0,"(12.727920532226562, 7.071067810058594)","(11, 12)",1.7999997842081357,12,Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,16,Emisor
0,"(5.0, 0.0)","(6, 1)",1.6111111242745715,2,No-Emisor
0,"(4.0, 0.0)","(5, 1)",1.6111111242745715,2,No-Emisor
0,"(10.0, 0.0)","(11, 1)",1.6111111242745715,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.6111111242745715,10,Emisor
0,"(10.0, 0.0)","(11, 1)",1.6111111242745715,2,No-Emisor
0,"(2.0568315982818604, 42.16505813598633)","(43, 5)",20.500005042322474,4,No-Emisor
0,"(2.0, 3.0)","(4, 3)",20.500005042322474,7,No-Emisor
0,"(16.099689483642578, 8.049844741821289)","(15, 12)",2.0,18,Emisor
0,"(16.54690170288086, 8.049844741821289)","(15, 12)",2.0555553844305696,15,Emisor
0,"(3.0, 24.0)","(25, 4)",8.0,14,Emisor
0,"(8.0, 20.0)","(21, 9)",2.5,8,No-Emisor
0,"(23.102340698242188, 11.960786819458008)","(18, 20)",1.9315067684894203,9,Emisor
0,"(24.748737335205078, 12.020814895629883)","(18, 20)",2.058823594746674,9,Emisor
0,"(64.14047241210938, 30.698246002197266)","(50, 47)",2.0893855762156064,12,Emisor
0,"(64.65496826171875, 31.041240692138672)","(50, 47)",2.082873197722825,11,Emisor
0,"(58.97762680053711, 38.99394226074219)","(48, 55)",1.5124817697623212,11,Emisor
0,"(59.2066650390625, 38.99394226074219)","(49, 55)",1.5183554574493436,11,Emisor
0,"(83.0, 69.0)","(70, 84)",1.2028985507246377,13,Emisor
0,"(2.0, 6.0)","(7, 3)",3.0,12,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",3.0,4,No-Emisor
0,"(7.862255573272705, 19.6142578125)","(13, 18)",2.4947367367676985,15,Emisor
0,"(2.0, 2.0)","(3, 3)",2.4947367367676985,4,No-Emisor
0,"(8.009693145751953, 19.56466293334961)","(13, 18)",2.442623278736463,15,Emisor
0,"(2.8284268379211426, 2.1213202476501465)","(4, 4)",2.442623278736463,6,No-Emisor
0,"(3.0, 3.0)","(4, 4)",2.442623278736463,7,No-Emisor
0,"(12.727920532226562, 7.0710673332214355)","(12, 12)",1.799999905591053,16,Emisor
0,"(12.969194412231445, 8.049844741821289)","(12, 12)",1.6111111242745715,13,Emisor
0,"(2.0, 0.0)","(3, 1)",1.6111111242745715,2,No-Emisor
0,"(12.0, 0.0)","(13, 1)",1.6111111242745715,2,No-Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.6111111242745715,6,No-Emisor
0,"(0.8682430982589722, 11.039091110229492)","(12, 2)",1.6111111242745715,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.6111111242745715,5,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.6111111242745715,8,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.6111111242745715,2,No-Emisor
0,"(0.9312660098075867, 18.02665138244629)","(19, 2)",19.35714521157157,6,No-Emisor
0,"(2.306124448776245, 50.152137756347656)","(51, 6)",21.747368310049836,6,No-Emisor
0,"(16.341190338134766, 8.356289863586426)","(15, 13)",1.9555557077242542,16,Emisor
0,"(16.71257972717285, 8.356289863586426)","(15, 13)",2.0,15,Emisor
0,"(2.578218460083008, 34.13209915161133)","(35, 5)",13.238637330411644,8,No-Emisor
0,"(8.0, 20.0)","(21, 9)",2.5,8,No-Emisor
0,"(23.33452033996582, 10.606600761413574)","(17, 20)",2.199999874121401,12,Emisor
0,"(23.482023239135742, 12.206002235412598)","(17, 20)",1.9238095148801997,10,Emisor
0,"(62.93250274658203, 28.991378784179688)","(49, 46)",2.170731623875843,13,Emisor
0,"(63.51316833496094, 30.50851058959961)","(48, 46)",2.0818180601911345,12,Emisor
0,"(58.23517608642578, 40.72776794433594)","(49, 54)",1.429864169478127,10,Emisor
0,"(58.23517608642578, 40.72776794433594)","(49, 54)",1.429864169478127,10,Emisor
0,"(83.0, 71.0)","(72, 84)",1.1690140845070423,13,Emisor
0,"(2.0, 5.0)","(6, 3)",2.5,10,Emisor
0,"(2.0, 2.0)","(3, 3)",2.5,8,No-Emisor
0,"(8.398340225219727, 19.776735305786133)","(14, 17)",2.3548385485024466,14,Emisor
0,"(0.0, 0.0)","(1, 1)",2.3548385485024466,1,No-Emisor
0,"(2.0, 1.0)","(2, 3)",2.3548385485024466,4,No-Emisor
0,"(12.969194412231445, 8.049844741821289)","(11, 12)",1.6111111242745715,13,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.6111111242745715,6,No-Emisor
0,"(3.0, 0.0)","(4, 1)",1.6111111242745715,2,No-Emisor
0,"(15.0, 0.0)","(16, 1)",1.6111111242745715,2,No-Emisor
0,"(6.0, 2.0)","(7, 3)",3.0,6,No-Emisor
