,Dimensiones_minimas,Dimensiones_rectas,Tasa,Cantidad_Aristas,Etiqueta
0,"(38.45172882080078, 24.482650756835938)","(32, 34)",1.5705704910267717,10,Emisor
0,"(7.0, 4.0)","(8, 5)",1.75,8,No-Emisor
0,"(4.0, 7.0)","(8, 5)",1.75,8,No-Emisor
0,"(2.1213202476501465, 2.8284268379211426)","(4, 4)",1.75,6,No-Emisor
0,"(3.0, 3.0)","(4, 4)",1.75,6,No-Emisor
0,"(11.648702621459961, 67.95077514648438)","(62, 35)",5.833334179318927,6,No-Emisor
0,"(12.203402519226074, 67.95077514648438)","(62, 35)",5.568182729319145,6,No-Emisor
0,"(43.0587272644043, 19.214094161987305)","(34, 33)",2.2409969942580292,11,Emisor
0,"(40.23945617675781, 24.169660568237305)","(34, 34)",1.6648746912746768,11,Emisor
0,"(7.0, 5.0)","(8, 6)",1.4,8,No-Emisor
0,"(5.0, 7.0)","(8, 6)",1.4,11,Emisor
0,"(2.8284268379211426, 3.535533905029297)","(4, 5)",1.4,7,No-Emisor
0,"(3.0, 4.0)","(4, 5)",1.3333333333333333,6,No-Emisor
0,"(11.371354103088379, 67.11872863769531)","(61, 35)",5.9024394130393265,6,No-Emisor
0,"(11.926054000854492, 67.11872863769531)","(61, 34)",5.627907490011894,6,No-Emisor
0,"(45.807861328125, 20.38450050354004)","(37, 33)",2.2471907673268645,9,Emisor
0,"(41.42583465576172, 23.40085220336914)","(35, 34)",1.7702703429662885,10,Emisor
0,"(5.656853675842285, 6.363961219787598)","(8, 7)",1.1250001475139848,8,No-Emisor
0,"(6.0, 7.0)","(8, 7)",1.1666666666666667,13,Emisor
0,"(3.535533905029297, 4.242640495300293)","(4, 6)",1.1999999460520339,7,No-Emisor
0,"(3.0, 5.0)","(4, 6)",1.6666666666666667,7,No-Emisor
0,"(12.480753898620605, 67.67342376708984)","(61, 37)",5.422222432778618,8,No-Emisor
0,"(13.035452842712402, 68.78282165527344)","(61, 37)",5.276596255244569,8,No-Emisor
0,"(45.407047271728516, 20.098201751708984)","(37, 34)",2.2592592030213585,11,Emisor
0,"(44.1860237121582, 24.187332153320312)","(37, 35)",1.8268250269218953,10,Emisor
0,"(3.0, 14.0)","(15, 4)",4.666666666666667,13,Emisor
0,"(5.0, 3.0)","(4, 6)",1.6666666666666667,8,No-Emisor
0,"(9.0, 7.0)","(8, 10)",1.2857142857142858,12,Emisor
0,"(5.0, 3.0)","(4, 6)",1.6666666666666667,6,No-Emisor
0,"(12.480752944946289, 67.39607238769531)","(60, 37)",5.400000519598888,6,No-Emisor
0,"(13.035452842712402, 67.95077514648438)","(60, 36)",5.21276674975453,7,No-Emisor
0,"(48.66322326660156, 20.93842887878418)","(39, 36)",2.324110540877758,11,Emisor
0,"(45.00407791137695, 23.909774780273438)","(39, 33)",1.8822459987580977,10,Emisor
0,"(9.0, 60.0)","(61, 10)",6.666666666666667,10,Emisor
0,"(13.155073165893555, 67.86246490478516)","(60, 38)",5.158653551295214,8,No-Emisor
0,"(13.787528038024902, 67.86246490478516)","(60, 38)",4.922018270253079,8,No-Emisor
0,"(49.57359313964844, 20.441864013671875)","(40, 36)",2.4251014049644763,9,Emisor
0,"(46.69099426269531, 23.858810424804688)","(40, 34)",1.9569707555139992,10,Emisor
0,"(20.0, 79.0)","(80, 21)",3.95,11,Emisor
0,"(6.0, 34.0)","(35, 7)",5.666666666666667,15,Emisor
0,"(13.353480339050293, 67.83240509033203)","(60, 38)",5.079754743186023,7,No-Emisor
0,"(14.008865356445312, 67.83240509033203)","(60, 37)",4.842105578459511,7,No-Emisor
0,"(48.94454574584961, 20.5957088470459)","(40, 35)",2.3764438558214454,10,Emisor
0,"(45.41797637939453, 24.187332153320312)","(39, 35)",1.8777588239784346,10,Emisor
0,"(45.746498107910156, 24.187332153320312)","(39, 35)",1.8913412119174255,7,No-Emisor
0,"(93.99998474121094, 26.999996185302734)","(95, 28)",3.481481408222539,10,Emisor
0,"(16.0, 70.0)","(71, 17)",4.375,11,Emisor
0,"(16.19999885559082, 68.60000610351562)","(59, 39)",4.23456857713548,10,Emisor
0,"(46.0629997253418, 21.0190372467041)","(38, 35)",2.1914895142290463,11,Emisor
0,"(0.0, 0.0)","(1, 1)",2.1914895142290463,1,No-Emisor
0,"(48.3380012512207, 24.344560623168945)","(41, 35)",1.9855770658360938,12,Emisor
0,"(48.6240119934082, 24.416200637817383)","(41, 35)",1.9914651224685713,9,Emisor
0,"(38.0, 114.0)","(115, 39)",3.0,13,Emisor
0,"(22.0, 75.0)","(76, 23)",3.409090909090909,12,Emisor
0,"(16.554418563842773, 54.348472595214844)","(49, 29)",3.2830191157495383,8,No-Emisor
0,"(47.37614822387695, 19.798988342285156)","(37, 35)",2.392857018997007,9,Emisor
0,"(46.510215759277344, 20.57182502746582)","(37, 34)",2.2608696942143296,9,Emisor
0,"(48.8692512512207, 25.118114471435547)","(41, 37)",1.945578013301718,8,No-Emisor
0,"(49.15196228027344, 25.178150177001953)","(41, 37)",1.9521673329746627,8,No-Emisor
0,"(47.0, 135.0)","(136, 48)",2.872340425531915,8,No-Emisor
0,"(33.0, 90.0)","(91, 34)",2.727272727272727,10,Emisor
0,"(17.0, 35.0)","(36, 18)",2.0588235294117645,9,Emisor
0,"(46.0629997253418, 20.57182502746582)","(36, 36)",2.2391304448604945,10,Emisor
0,"(46.957427978515625, 20.57182502746582)","(36, 36)",2.282608758135066,8,No-Emisor
0,"(47.48087692260742, 24.385679244995117)","(40, 36)",1.9470803517745905,7,No-Emisor
0,"(47.836875915527344, 24.385679244995117)","(40, 36)",1.961679042643248,11,Emisor
0,"(56.0, 155.0)","(156, 57)",2.767857142857143,12,Emisor
0,"(108.99998474121094, 39.99999237060547)","(110, 41)",2.725000138282802,11,Emisor
0,"(9.0, 24.0)","(25, 10)",2.6666666666666665,14,Emisor
0,"(44.274147033691406, 19.230182647705078)","(35, 34)",2.302325872030917,9,Emisor
0,"(44.72135925292969, 19.230182647705078)","(35, 34)",2.3255816167854606,9,Emisor
0,"(50.592933654785156, 23.477449417114258)","(42, 38)",2.1549586906107714,8,No-Emisor
0,"(50.9230842590332, 23.538463592529297)","(42, 37)",2.163398815681212,8,No-Emisor
0,"(67.0, 153.0)","(154, 68)",2.283582089552239,15,Emisor
0,"(51.0, 111.0)","(112, 52)",2.176470588235294,9,Emisor
0,"(49.497474670410156, 19.091880798339844)","(38, 36)",2.592592903403957,9,Emisor
0,"(48.299068450927734, 20.124608993530273)","(38, 36)",2.4000003411969435,8,No-Emisor
0,"(48.62718963623047, 22.899381637573242)","(40, 37)",2.1235154034222092,9,Emisor
0,"(49.00794219970703, 22.899381637573242)","(40, 37)",2.1401426018986878,9,Emisor
0,"(71.0, 170.0)","(171, 72)",2.3943661971830985,10,Emisor
0,"(55.0, 126.0)","(127, 56)",2.290909090909091,12,Emisor
0,"(46.66904067993164, 18.384777069091797)","(36, 34)",2.5384610596334567,9,Emisor
0,"(45.615779876708984, 19.230182647705078)","(36, 34)",2.372092907924239,9,Emisor
0,"(51.078208923339844, 22.847322463989258)","(42, 38)",2.2356321623177777,8,No-Emisor
0,"(51.47212600708008, 22.847322463989258)","(42, 38)",2.252873442312889,8,No-Emisor
0,"(80.0, 174.0)","(175, 81)",2.175,9,Emisor
0,"(64.0, 133.0)","(134, 65)",2.078125,10,Emisor
0,"(41.719295501708984, 18.384777069091797)","(32, 32)",2.269230426070644,10,Emisor
0,"(41.14365005493164, 19.230182647705078)","(32, 32)",2.1395350636381867,10,Emisor
0,"(44.36981201171875, 21.682334899902344)","(37, 33)",2.046357655508706,8,No-Emisor
0,"(45.087772369384766, 21.682334899902344)","(37, 34)",2.079470341987377,8,No-Emisor
0,"(81.0, 158.0)","(159, 82)",1.9506172839506173,11,Emisor
0,"(67.0, 122.0)","(122, 68)",1.8208955223880596,12,Emisor
0,"(43.717002868652344, 18.79064178466797)","(35, 30)",2.3265305873864714,11,Emisor
0,"(43.8240966796875, 20.98357391357422)","(37, 33)",2.0884953564243793,8,No-Emisor
0,"(44.19548797607422, 20.98357391357422)","(36, 33)",2.1061945004270353,9,Emisor
0,"(88.0, 172.0)","(173, 89)",1.9545454545454546,9,Emisor
0,"(71.0, 132.0)","(133, 72)",1.8591549295774648,12,Emisor
0,"(33.2554817199707, 19.72294807434082)","(31, 26)",1.6861313833318585,13,Emisor
0,"(44.90681076049805, 20.6151123046875)","(37, 33)",2.178344221306379,9,Emisor
0,"(44.90681076049805, 20.6151123046875)","(37, 33)",2.178344221306379,8,No-Emisor
0,"(93.0, 170.0)","(171, 94)",1.8279569892473118,9,Emisor
0,"(78.0, 133.0)","(134, 79)",1.705128205128205,11,Emisor
0,"(22.0, 27.0)","(28, 23)",1.2272727272727273,10,Emisor
0,"(37.94732666015625, 19.60611915588379)","(33, 29)",1.9354838333096773,8,No-Emisor
0,"(38.263553619384766, 19.60611915588379)","(32, 28)",1.9516128263405912,8,No-Emisor
0,"(91.0, 158.0)","(159, 92)",1.7362637362637363,10,Emisor
0,"(125.99998474121094, 75.99998474121094)","(124, 77)",1.6578948689299873,11,Emisor
0,"(17.0, 25.0)","(26, 18)",1.4705882352941178,13,Emisor
0,"(39.21223831176758, 20.55480194091797)","(34, 30)",1.907692344809642,8,No-Emisor
0,"(39.21223831176758, 20.55480194091797)","(33, 30)",1.907692344809642,8,No-Emisor
0,"(97.0, 169.0)","(170, 98)",1.7422680412371134,10,Emisor
0,"(81.0, 134.0)","(134, 82)",1.654320987654321,12,Emisor
0,"(12.0, 23.0)","(24, 13)",1.9166666666666667,12,Emisor
0,"(39.528465270996094, 21.187259674072266)","(34, 30)",1.8656714402461743,9,Emisor
0,"(39.528465270996094, 21.187259674072266)","(34, 30)",1.8656714402461743,9,Emisor
0,"(163.99996948242188, 98.99998474121094)","(165, 100)",1.656565603632394,12,Emisor
0,"(86.0, 131.0)","(131, 87)",1.5232558139534884,12,Emisor
0,"(4.0, 9.0)","(10, 5)",2.25,16,Emisor
0,"(35.32353973388672, 20.17462158203125)","(30, 27)",1.750889829098357,11,Emisor
0,"(34.29296875, 20.96168327331543)","(30, 27)",1.6359835373362175,9,Emisor
0,"(103.0, 157.0)","(157, 104)",1.5242718446601942,11,Emisor
0,"(88.0, 128.0)","(129, 89)",1.4545454545454546,12,Emisor
0,"(34.68259048461914, 21.828205108642578)","(31, 28)",1.5888887937417742,9,Emisor
0,"(34.92512893676758, 21.828205108642578)","(31, 28)",1.6000000349520014,9,Emisor
0,"(165.99996948242188, 108.99998474121094)","(167, 110)",1.5229357130328136,10,Emisor
0,"(96.0, 133.0)","(134, 97)",1.3854166666666667,10,Emisor
0,"(33.203914642333984, 20.238576889038086)","(29, 26)",1.6406249720215444,11,Emisor
0,"(32.49977493286133, 20.858062744140625)","(29, 26)",1.558139666733482,9,Emisor
0,"(159.99996948242188, 112.99998474121094)","(161, 113)",1.41592912467067,11,Emisor
0,"(99.0, 132.0)","(133, 100)",1.3333333333333333,11,Emisor
0,"(32.695308685302734, 19.30204963684082)","(28, 25)",1.6938775570703588,10,Emisor
0,"(32.61539077758789, 19.384618759155273)","(28, 25)",1.6825397075288766,9,Emisor
0,"(116.0, 156.0)","(157, 117)",1.3448275862068966,12,Emisor
0,"(102.0, 129.0)","(130, 100)",1.2647058823529411,10,Emisor
0,"(31.622774124145508, 19.289892196655273)","(28, 25)",1.6393442639160352,11,Emisor
0,"(31.939001083374023, 19.289892196655273)","(28, 25)",1.6557376660151586,9,Emisor
0,"(118.0, 160.0)","(161, 119)",1.3559322033898304,9,Emisor
0,"(105.0, 130.0)","(131, 104)",1.2380952380952381,10,Emisor
0,"(31.753902435302734, 18.383838653564453)","(28, 25)",1.7272726895449526,11,Emisor
0,"(31.622774124145508, 18.657434463500977)","(28, 25)",1.6949154604299035,10,Emisor
0,"(121.0, 155.0)","(156, 122)",1.28099173553719,13,Emisor
0,"(127.99998474121094, 105.99998474121094)","(128, 107)",1.2075471996879146,11,Emisor
0,"(30.082645416259766, 17.64105796813965)","(27, 23)",1.7052631123705873,11,Emisor
0,"(30.454036712646484, 17.64105796813965)","(27, 23)",1.7263157780926468,10,Emisor
0,"(120.0, 145.0)","(146, 121)",1.2083333333333333,10,Emisor
0,"(106.0, 121.0)","(122, 104)",1.1415094339622642,10,Emisor
0,"(29.092954635620117, 17.392526626586914)","(26, 23)",1.6727273305505515,9,Emisor
0,"(29.092954635620117, 17.392526626586914)","(26, 23)",1.6727273305505515,10,Emisor
0,"(119.0, 146.0)","(147, 120)",1.226890756302521,9,Emisor
0,"(106.0, 121.0)","(122, 104)",1.1415094339622642,10,Emisor
0,"(29.409177780151367, 17.708751678466797)","(27, 23)",1.6607143357209004,11,Emisor
0,"(29.409177780151367, 17.708751678466797)","(27, 23)",1.6607143357209004,9,Emisor
0,"(120.0, 141.0)","(142, 121)",1.175,12,Emisor
0,"(105.0, 118.0)","(119, 106)",1.1238095238095238,11,Emisor
0,"(28.776723861694336, 17.39252281188965)","(26, 22)",1.654545701789873,11,Emisor
0,"(29.09295082092285, 17.39252281188965)","(26, 22)",1.6727274780996526,8,No-Emisor
0,"(120.0, 138.0)","(138, 121)",1.15,8,No-Emisor
0,"(106.0, 115.0)","(114, 107)",1.0849056603773586,11,Emisor
0,"(28.144268035888672, 17.076295852661133)","(26, 21)",1.6481483032810498,10,Emisor
0,"(28.144268035888672, 17.076295852661133)","(26, 21)",1.6481483032810498,10,Emisor
0,"(117.0, 135.0)","(136, 118)",1.1538461538461537,9,Emisor
0,"(104.0, 115.0)","(116, 102)",1.1057692307692308,11,Emisor
0,"(28.144268035888672, 17.39252281188965)","(26, 22)",1.618182039505451,11,Emisor
0,"(28.460494995117188, 17.39252281188965)","(26, 22)",1.6363638158152305,10,Emisor
0,"(118.0, 135.0)","(134, 119)",1.1440677966101696,12,Emisor
0,"(113.99998474121094, 102.99998474121094)","(114, 104)",1.106796132326016,13,Emisor
0,"(28.144268035888672, 17.076295852661133)","(26, 22)",1.6481483032810498,10,Emisor
0,"(28.144268035888672, 17.076295852661133)","(26, 22)",1.6481483032810498,10,Emisor
0,"(116.0, 133.0)","(133, 117)",1.146551724137931,8,No-Emisor
0,"(108.99998474121094, 101.99998474121094)","(109, 103)",1.0686274612467839,11,Emisor
0,"(23.0, 19.0)","(24, 20)",1.2105263157894737,10,Emisor
0,"(19.0, 23.0)","(24, 20)",1.2105263157894737,10,Emisor
0,"(115.0, 127.0)","(128, 116)",1.1043478260869566,10,Emisor
0,"(102.0, 109.0)","(110, 103)",1.0686274509803921,12,Emisor
0,"(24.0, 19.0)","(25, 20)",1.263157894736842,10,Emisor
0,"(19.0, 24.0)","(25, 20)",1.263157894736842,11,Emisor
0,"(117.0, 130.0)","(129, 118)",1.1111111111111112,10,Emisor
0,"(102.0, 110.0)","(110, 103)",1.0784313725490196,12,Emisor
0,"(26.56313133239746, 17.076295852661133)","(25, 20)",1.55555581617883,12,Emisor
0,"(26.56313133239746, 17.076295852661133)","(25, 20)",1.55555581617883,13,Emisor
0,"(115.0, 128.0)","(129, 116)",1.1130434782608696,8,No-Emisor
0,"(101.0, 107.0)","(106, 102)",1.0594059405940595,9,Emisor
0,"(25.223703384399414, 16.97749137878418)","(24, 20)",1.485714398060014,10,Emisor
0,"(25.223703384399414, 16.97749137878418)","(24, 20)",1.485714398060014,11,Emisor
0,"(122.99998474121094, 112.99998474121094)","(123, 114)",1.0884955871711106,12,Emisor
0,"(99.0, 105.0)","(106, 100)",1.0606060606060606,12,Emisor
0,"(25.951313018798828, 17.220029830932617)","(25, 20)",1.507042280041935,13,Emisor
0,"(25.951313018798828, 17.220029830932617)","(25, 20)",1.507042280041935,10,Emisor
0,"(114.0, 127.0)","(128, 115)",1.1140350877192982,11,Emisor
0,"(100.0, 107.0)","(107, 101)",1.07,11,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(112.0, 124.0)","(125, 113)",1.1071428571428572,8,No-Emisor
0,"(99.0, 104.0)","(103, 100)",1.0505050505050506,11,Emisor
0,"(24.514516830444336, 16.86598777770996)","(24, 19)",1.4534883549982556,11,Emisor
0,"(24.514516830444336, 16.86598777770996)","(24, 19)",1.4534883549982556,11,Emisor
0,"(110.0, 119.0)","(118, 111)",1.0818181818181818,12,Emisor
0,"(97.0, 102.0)","(103, 98)",1.0515463917525774,12,Emisor
0,"(25.46624183654785, 16.73495864868164)","(25, 19)",1.521739155211719,12,Emisor
0,"(25.46624183654785, 16.73495864868164)","(25, 19)",1.521739155211719,10,Emisor
0,"(123.99998474121094, 109.99998474121094)","(123, 111)",1.127272744927527,9,Emisor
0,"(96.0, 103.0)","(101, 97)",1.0729166666666667,10,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,12,Emisor
0,"(122.99998474121094, 106.99998474121094)","(124, 108)",1.1495327316045645,8,No-Emisor
0,"(95.0, 102.0)","(102, 96)",1.0736842105263158,10,Emisor
0,"(24.738632202148438, 16.492422103881836)","(24, 19)",1.4999999421749994,13,Emisor
0,"(24.738632202148438, 16.492422103881836)","(24, 19)",1.4999999421749994,12,Emisor
0,"(116.99998474121094, 103.99998474121094)","(116, 105)",1.1250000183398934,12,Emisor
0,"(100.99998474121094, 91.99998474121094)","(101, 93)",1.0978261031816072,11,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,10,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(122.99998474121094, 103.99998474121094)","(123, 105)",1.1826923344967673,8,No-Emisor
0,"(91.0, 102.0)","(100, 92)",1.120879120879121,10,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,10,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(103.0, 120.0)","(121, 104)",1.1650485436893203,8,No-Emisor
0,"(90.0, 101.0)","(101, 91)",1.1222222222222222,10,Emisor
0,"(24.318401336669922, 16.473756790161133)","(24, 19)",1.4761903824629705,15,Emisor
0,"(24.318401336669922, 16.473756790161133)","(24, 19)",1.4761903824629705,11,Emisor
0,"(116.99998474121094, 100.99998474121094)","(116, 102)",1.158415865517171,12,Emisor
0,"(99.99998474121094, 87.99998474121094)","(100, 89)",1.1363636600084581,12,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,10,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,13,Emisor
0,"(120.99998474121094, 101.99998474121094)","(122, 103)",1.186274537669842,8,No-Emisor
0,"(89.0, 101.0)","(100, 90)",1.1348314606741574,10,Emisor
0,"(24.98116683959961, 16.249887466430664)","(24, 19)",1.537313220858064,12,Emisor
0,"(24.98116683959961, 16.249887466430664)","(24, 19)",1.537313220858064,13,Emisor
0,"(101.0, 118.0)","(119, 102)",1.1683168316831682,8,No-Emisor
0,"(99.99998474121094, 88.99998474121094)","(100, 90)",1.1235955268080682,10,Emisor
0,"(24.18305206298828, 16.82914161682129)","(24, 19)",1.4369747794395238,10,Emisor
0,"(24.18305206298828, 16.82914161682129)","(24, 19)",1.4369747794395238,13,Emisor
0,"(101.0, 118.0)","(117, 102)",1.1683168316831682,11,Emisor
0,"(88.0, 100.0)","(98, 89)",1.1363636363636365,10,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,11,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,13,Emisor
0,"(121.99998474121094, 101.99998474121094)","(123, 103)",1.1960784607050967,8,No-Emisor
0,"(89.0, 100.0)","(100, 90)",1.1235955056179776,10,Emisor
0,"(24.98116683959961, 16.249887466430664)","(24, 19)",1.537313220858064,12,Emisor
0,"(24.98116683959961, 16.249887466430664)","(24, 19)",1.537313220858064,10,Emisor
0,"(100.0, 116.0)","(117, 101)",1.16,10,Emisor
0,"(88.0, 100.0)","(101, 89)",1.1363636363636365,11,Emisor
0,"(24.738632202148438, 16.249887466430664)","(24, 19)",1.5223879090396157,11,Emisor
0,"(24.738632202148438, 16.249887466430664)","(24, 19)",1.5223879090396157,10,Emisor
0,"(100.0, 119.0)","(118, 101)",1.19,10,Emisor
0,"(86.0, 100.0)","(101, 87)",1.1627906976744187,11,Emisor
0,"(25.223703384399414, 16.492422103881836)","(24, 20)",1.5294117034794112,11,Emisor
0,"(25.46623992919922, 16.492422103881836)","(24, 20)",1.5441176419566176,11,Emisor
0,"(120.99998474121094, 99.99998474121094)","(122, 101)",1.2100000320434618,8,No-Emisor
0,"(87.0, 100.0)","(100, 88)",1.1494252873563218,9,Emisor
0,"(24.738632202148438, 16.492422103881836)","(24, 19)",1.4999999421749994,9,Emisor
0,"(24.710634231567383, 16.669872283935547)","(24, 19)",1.4823529425225754,11,Emisor
0,"(98.0, 115.0)","(115, 99)",1.1734693877551021,11,Emisor
0,"(98.99998474121094, 85.99998474121094)","(100, 87)",1.1511628175181574,12,Emisor
0,"(24.331050872802734, 16.933094024658203)","(24, 19)",1.4368933897946545,10,Emisor
0,"(24.331050872802734, 16.933094024658203)","(24, 19)",1.4368933897946545,11,Emisor
0,"(97.0, 119.0)","(119, 98)",1.2268041237113403,10,Emisor
0,"(99.99998474121094, 83.99998474121094)","(98, 85)",1.1904762250766254,10,Emisor
0,"(2.7457692623138428, 17.11724281311035)","(18, 4)",6.234042695446942,10,Emisor
0,"(23.0, 18.0)","(24, 19)",1.2777777777777777,12,Emisor
0,"(18.0, 23.0)","(24, 19)",1.2777777777777777,14,Emisor
0,"(96.0, 118.0)","(119, 97)",1.2291666666666667,8,No-Emisor
0,"(98.99998474121094, 83.99998474121094)","(99, 85)",1.1785714610093363,10,Emisor
0,"(5.852057456970215, 17.0880069732666)","(17, 8)",2.9199998631102937,10,Emisor
0,"(24.0627384185791, 17.116792678833008)","(24, 19)",1.4057971531276183,12,Emisor
0,"(24.0627384185791, 17.116792678833008)","(24, 19)",1.4057971531276183,12,Emisor
0,"(92.0, 112.0)","(112, 93)",1.2173913043478262,12,Emisor
0,"(81.0, 97.0)","(98, 82)",1.1975308641975309,11,Emisor
0,"(7.404558181762695, 17.69180679321289)","(14, 13)",2.3893129554694457,7,No-Emisor
0,"(24.0, 17.0)","(25, 18)",1.411764705882353,11,Emisor
0,"(17.0, 24.0)","(25, 18)",1.411764705882353,10,Emisor
0,"(89.0, 116.0)","(117, 90)",1.303370786516854,10,Emisor
0,"(79.0, 99.0)","(97, 80)",1.2531645569620253,10,Emisor
0,"(14.0, 9.0)","(10, 15)",1.5555555555555556,12,Emisor
0,"(25.0, 18.0)","(26, 19)",1.3888888888888888,11,Emisor
0,"(18.0, 25.0)","(26, 19)",1.3888888888888888,13,Emisor
0,"(85.0, 113.0)","(114, 86)",1.3294117647058823,8,No-Emisor
0,"(96.99998474121094, 77.99998474121094)","(97, 79)",1.2435897912421185,10,Emisor
0,"(12.0, 4.0)","(5, 13)",3.0,12,Emisor
0,"(17.0, 23.0)","(24, 18)",1.3529411764705883,10,Emisor
0,"(106.99998474121094, 77.99998474121094)","(108, 79)",1.371794944527444,10,Emisor
0,"(75.0, 95.0)","(96, 76)",1.2666666666666666,11,Emisor
0,"(17.0, 17.0)","(18, 18)",1.0,10,Emisor
0,"(109.99998474121094, 73.99998474121094)","(111, 75)",1.4864865867999488,9,Emisor
0,"(74.0, 96.0)","(97, 75)",1.2972972972972974,11,Emisor
0,"(16.0, 10.0)","(11, 17)",1.6,14,Emisor
0,"(74.0, 106.0)","(107, 75)",1.4324324324324325,9,Emisor
0,"(78.0, 97.0)","(98, 79)",1.2435897435897436,10,Emisor
0,"(11.0, 3.0)","(4, 12)",3.6666666666666665,13,Emisor
0,"(108.99998474121094, 72.99998474121094)","(110, 74)",1.4931507880121075,12,Emisor
0,"(101.99998474121094, 81.99998474121094)","(103, 83)",1.2439024844104458,12,Emisor
0,"(114.99998474121094, 73.99998474121094)","(116, 75)",1.5540541682999416,9,Emisor
0,"(89.0, 106.0)","(107, 90)",1.1910112359550562,10,Emisor
0,"(76.0, 111.0)","(112, 77)",1.4605263157894737,10,Emisor
0,"(95.0, 109.0)","(109, 96)",1.1473684210526316,11,Emisor
0,"(78.0, 120.0)","(121, 79)",1.5384615384615385,10,Emisor
0,"(104.0, 118.0)","(119, 105)",1.1346153846153846,10,Emisor
0,"(79.0, 124.0)","(125, 80)",1.5696202531645569,10,Emisor
0,"(109.0, 125.0)","(126, 110)",1.146788990825688,9,Emisor
0,"(75.0, 117.0)","(118, 76)",1.56,10,Emisor
0,"(137.87530517578125, 98.0306167602539)","(126, 110)",1.4064514713089329,15,Emisor
0,"(67.0, 118.0)","(119, 68)",1.7611940298507462,10,Emisor
0,"(133.54611206054688, 107.41468811035156)","(131, 112)",1.2432760771352742,10,Emisor
0,"(61.0, 116.0)","(117, 62)",1.901639344262295,8,No-Emisor
0,"(141.73886108398438, 101.33606719970703)","(135, 111)",1.3987010252199146,8,No-Emisor
0,"(55.0, 105.0)","(106, 56)",1.9090909090909092,11,Emisor
0,"(148.382080078125, 93.17738342285156)","(133, 110)",1.5924688441265522,13,Emisor
0,"(47.0, 106.0)","(107, 48)",2.25531914893617,10,Emisor
0,"(169.32003784179688, 88.31216430664062)","(139, 112)",1.9172900944186788,12,Emisor
0,"(42.0, 101.0)","(102, 43)",2.4047619047619047,8,No-Emisor
0,"(169.63735961914062, 87.59789276123047)","(143, 112)",1.9365461231074226,10,Emisor
0,"(37.0, 90.0)","(91, 38)",2.4324324324324325,10,Emisor
0,"(169.92091369628906, 86.11083984375)","(141, 110)",1.9732813430296845,13,Emisor
0,"(27.0, 85.0)","(86, 28)",3.1481481481481484,10,Emisor
0,"(172.55316162109375, 84.63259887695312)","(146, 107)",2.038849851130861,11,Emisor
0,"(14.0, 64.0)","(65, 15)",4.571428571428571,8,No-Emisor
0,"(162.91802978515625, 82.06756591796875)","(143, 101)",1.9851695120091923,10,Emisor
0,"(3.0, 23.0)","(24, 4)",7.666666666666667,11,Emisor
0,"(157.27719116210938, 79.1232681274414)","(138, 95)",1.987748924991165,11,Emisor
0,"(154.67141723632812, 76.46798706054688)","(137, 91)",2.022695028101894,10,Emisor
0,"(147.3390655517578, 76.37860870361328)","(133, 87)",1.92906191998739,11,Emisor
0,"(86.0, 130.0)","(131, 87)",1.5116279069767442,11,Emisor
0,"(161.02407836914062, 83.03604125976562)","(142, 97)",1.9392070711247094,10,Emisor
0,"(11.0, 51.0)","(52, 12)",4.636363636363637,12,Emisor
0,"(166.1160125732422, 87.03760528564453)","(145, 104)",1.9085544923722801,12,Emisor
0,"(25.0, 81.0)","(82, 26)",3.24,11,Emisor
0,"(180.0054931640625, 89.03440856933594)","(151, 113)",2.0217519951725453,12,Emisor
0,"(31.0, 96.0)","(97, 32)",3.096774193548387,12,Emisor
0,"(183.42469787597656, 91.84065246582031)","(156, 117)",1.9972059534773061,10,Emisor
0,"(38.0, 95.0)","(96, 39)",2.5,10,Emisor
0,"(173.89956665039062, 97.06819152832031)","(154, 121)",1.791519589603709,13,Emisor
0,"(41.0, 105.0)","(106, 42)",2.5609756097560976,11,Emisor
0,"(193.45909118652344, 93.01580810546875)","(160, 124)",2.0798517491474575,11,Emisor
0,"(108.99998474121094, 41.99999237060547)","(110, 43)",2.5952382033644548,10,Emisor
0,"(190.34902954101562, 93.58291625976562)","(160, 124)",2.034014723506249,11,Emisor
0,"(43.0, 102.0)","(103, 44)",2.372093023255814,10,Emisor
0,"(191.10711669921875, 91.86274719238281)","(157, 124)",2.0803549048995262,14,Emisor
0,"(42.0, 108.0)","(109, 43)",2.5714285714285716,8,No-Emisor
